time,实时出清价格
2025-11-09 01:30:00,332.000061
2025-11-09 01:45:00,333.999908
2025-11-09 02:00:00,338.525543
2025-11-09 02:15:00,339.393616
2025-11-09 02:30:00,336.000092
2025-11-09 02:45:00,337.999725
2025-11-09 03:00:00,337.999786
2025-11-09 03:15:00,334.999908
2025-11-09 03:30:00,336.999756
2025-11-09 03:45:00,337.999908
2025-11-09 04:00:00,340.000061
2025-11-09 04:15:00,338.000122
2025-11-09 04:30:00,333.999878
2025-11-09 04:45:00,334.999908
2025-11-09 05:00:00,340.000092
2025-11-09 05:15:00,340.000031
2025-11-09 05:30:00,349.0
2025-11-09 05:45:00,350.000031
2025-11-09 06:00:00,340.000122
2025-11-09 06:15:00,339.999908
2025-11-09 06:30:00,340.000122
2025-11-09 06:45:00,335.999939
2025-11-09 07:00:00,338.000092
2025-11-09 07:15:00,335.999878
2025-11-09 07:30:00,334.000092
2025-11-09 07:45:00,339.999969
2025-11-09 08:00:00,353.000122
2025-11-09 08:15:00,350.000153
2025-11-09 08:30:00,349.095428
2025-11-09 08:45:00,332.547882
2025-11-09 09:00:00,321.16684
2025-11-09 09:15:00,319.219116
2025-11-09 09:30:00,319.245331
2025-11-09 09:45:00,320.588287
2025-11-09 10:00:00,321.702576
2025-11-09 10:15:00,320.251709
2025-11-09 10:30:00,332.297485
2025-11-09 10:45:00,315.262634
2025-11-09 11:00:00,342.251801
2025-11-09 11:15:00,329.628448
2025-11-09 11:30:00,313.19577
2025-11-09 11:45:00,303.516602
2025-11-09 12:00:00,297.695618
2025-11-09 12:15:00,302.727264
2025-11-09 12:30:00,304.385925
2025-11-09 12:45:00,313.79776
2025-11-09 13:00:00,314.031067
2025-11-09 13:15:00,317.884186
2025-11-09 13:30:00,306.351257
2025-11-09 13:45:00,299.181671
2025-11-09 14:00:00,277.157288
2025-11-09 14:15:00,289.641174
2025-11-09 14:30:00,283.484406
2025-11-09 14:45:00,286.371704
2025-11-09 15:00:00,286.038574
2025-11-09 15:15:00,277.247559
2025-11-09 15:30:00,318.275757
2025-11-09 15:45:00,317.003632
2025-11-09 16:00:00,319.548859
2025-11-09 16:15:00,332.506226
2025-11-09 16:30:00,350.945618
2025-11-09 16:45:00,380.503082
2025-11-09 17:00:00,416.022461
2025-11-09 17:15:00,408.080566
2025-11-09 17:30:00,413.933167
2025-11-09 17:45:00,434.880035
2025-11-09 18:00:00,441.191864
2025-11-09 18:15:00,393.411987
2025-11-09 18:30:00,357.355438
2025-11-09 18:45:00,357.363495
2025-11-09 19:00:00,337.847687
2025-11-09 19:15:00,338.189117
2025-11-09 19:30:00,336.338226
2025-11-09 19:45:00,332.794067
2025-11-09 20:00:00,331.030548
2025-11-09 20:15:00,320.178497
2025-11-09 20:30:00,320.32373
2025-11-09 20:45:00,319.064758
2025-11-09 21:00:00,332.589661
2025-11-09 21:15:00,336.325348
2025-11-09 21:30:00,330.208771
2025-11-09 21:45:00,330.607422
2025-11-09 22:00:00,330.160858
2025-11-09 22:15:00,321.869904
2025-11-09 22:30:00,320.0
2025-11-09 22:45:00,317.999939
2025-11-09 23:00:00,319.999939
2025-11-09 23:15:00,318.000031
2025-11-09 23:30:00,316.999908
2025-11-09 23:45:00,317.999908
2025-11-10 00:00:00,326.840057
2025-11-10 00:15:00,329.35025
2025-11-10 00:30:00,317.000061
2025-11-10 00:45:00,308.698303
